Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumberCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,Research & Development,29,Bachelors,Medical,192,High,Male,High,Entry,Research Scientist,Very High,Single,3452,5,No,13,Excellent,Medium,None,9,2,Good,6,5,0,3
38,No,Travel_Rarely,Research & Development,3,Doctorate,Technical Degree,193,Very High,Female,High,Experienced,Research Scientist,High,Single,4317,3,Yes,20,Outstanding,Medium,None,19,2,Better,3,2,2,2
30,No,Travel_Rarely,Research & Development,18,Bachelors,Life Sciences,194,Low,Female,High,Entry,Research Scientist,High,Single,2632,1,No,14,Excellent,High,None,5,4,Good,5,4,0,4
32,No,Travel_Frequently,Sales,9,College,Medical,195,Very High,Male,Low,Experienced,Sales Executive,Very High,Divorced,4668,0,No,17,Excellent,Very High,High,9,2,Best,8,7,0,7
30,No,Travel_Rarely,Research & Development,5,Bachelors,Technical Degree,197,Very High,Female,High,Entry,Research Scientist,Low,Divorced,3204,5,No,14,Excellent,Very High,Low,8,3,Better,3,2,2,2
30,No,Travel_Rarely,Research & Development,2,Below College,Medical,198,Medium,Male,Medium,Entry,Laboratory Technician,Very High,Single,2720,0,No,13,Excellent,Very High,None,6,3,Better,5,3,1,2
41,No,Travel_Frequently,Research & Development,10,Bachelors,Life Sciences,199,Very High,Male,Medium,Manager,Manager,Low,Divorced,17181,4,No,13,Excellent,Medium,Low,21,2,Good,7,6,7,7
41,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,200,High,Male,High,Entry,Laboratory Technician,Low,Married,2238,2,No,21,Outstanding,Very High,Low,7,2,Better,5,0,1,4
19,No,Travel_Rarely,Research & Development,3,Below College,Medical,201,Medium,Female,High,Entry,Laboratory Technician,Medium,Single,1483,1,No,14,Excellent,Very High,None,1,3,Better,1,0,0,0
40,No,Travel_Frequently,Research & Development,26,Bachelors,Medical,202,Medium,Female,High,Experienced,Research Scientist,Medium,Divorced,5605,1,No,11,Excellent,Low,Low,20,2,Better,20,7,2,13
35,No,Travel_Rarely,Sales,1,Doctorate,Marketing,204,High,Male,High,Senior,Sales Executive,Medium,Married,7295,1,No,13,Excellent,Low,Medium,10,3,Better,10,8,0,6
53,No,Travel_Rarely,Sales,6,College,Marketing,205,Medium,Male,High,Experienced,Sales Representative,High,Married,2306,2,Yes,20,Outstanding,Very High,Low,13,3,Bad,7,7,4,5
45,No,Travel_Rarely,Research & Development,9,Bachelors,Life Sciences,206,Medium,Male,High,Experienced,Laboratory Technician,Medium,Divorced,2348,8,No,18,Excellent,High,Low,20,2,Bad,17,9,0,15
32,No,Travel_Frequently,Sales,8,Bachelors,Marketing,207,Medium,Female,High,Senior,Sales Executive,Very High,Single,8998,1,No,14,Excellent,Very High,None,9,2,Better,9,8,3,7
29,No,Non-Travel,Research & Development,1,Below College,Technical Degree,208,Very High,Male,High,Experienced,Manufacturing Director,High,Married,4319,1,No,13,Excellent,Low,Low,10,1,Better,10,7,0,9
51,No,Travel_Rarely,Research & Development,7,Masters,Medical,211,Medium,Male,Medium,Experienced,Manufacturing Director,High,Married,6132,2,No,17,Excellent,High,None,10,2,Better,1,0,0,0
58,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,214,Medium,Female,Medium,Entry,Research Scientist,Medium,Married,3346,4,Yes,20,Outstanding,Medium,Low,9,3,Good,1,0,0,0
40,No,Travel_Rarely,Sales,4,Masters,Marketing,215,High,Male,Medium,Senior,Sales Executive,Very High,Married,10855,7,No,11,Excellent,Low,Low,15,2,Good,12,11,2,11
34,No,Travel_Frequently,Sales,2,Masters,Marketing,216,High,Female,High,Entry,Sales Representative,High,Married,2231,6,No,18,Excellent,Very High,Low,6,3,Better,4,3,1,2
22,No,Travel_Rarely,Research & Development,19,Below College,Medical,217,High,Male,High,Entry,Research Scientist,Very High,Married,2323,1,No,24,Outstanding,Low,Medium,2,6,Better,2,2,2,2
27,No,Non-Travel,Research & Development,9,Bachelors,Medical,218,Very High,Male,High,Entry,Research Scientist,Medium,Divorced,2024,6,No,18,Excellent,Very High,Low,6,1,Bad,2,2,2,2
28,No,Travel_Rarely,Research & Development,21,Bachelors,Medical,221,High,Male,High,Entry,Research Scientist,Very High,Married,2713,1,No,11,Excellent,High,Low,5,2,Bad,5,2,0,2
57,No,Travel_Rarely,Research & Development,24,College,Life Sciences,223,High,Male,Very High,Senior,Healthcare Representative,Very High,Divorced,9439,3,Yes,16,Excellent,Medium,Low,12,2,Bad,5,3,1,4
27,No,Non-Travel,Research & Development,3,Bachelors,Medical,224,High,Male,Medium,Entry,Research Scientist,High,Divorced,2566,1,Yes,15,Excellent,Very High,Low,1,2,Good,1,1,0,1
50,No,Travel_Rarely,Research & Development,11,Bachelors,Life Sciences,226,High,Female,High,Director,Manager,Medium,Single,19926,3,No,15,Excellent,Medium,None,21,5,Better,5,4,4,4
41,No,Travel_Rarely,Research & Development,14,Bachelors,Life Sciences,227,Low,Male,High,Entry,Research Scientist,High,Divorced,2451,4,No,12,Excellent,Low,Low,13,2,Better,9,8,1,8
30,No,Travel_Rarely,Sales,5,Bachelors,Life Sciences,228,Medium,Female,High,Senior,Sales Executive,Very High,Married,9419,2,No,12,Excellent,High,Low,12,2,Better,10,9,7,4
38,No,Travel_Rarely,Sales,1,Masters,Life Sciences,230,Low,Female,Medium,Experienced,Sales Executive,Very High,Single,8686,4,No,22,Outstanding,High,None,12,2,Best,8,3,0,7
32,No,Travel_Rarely,Research & Development,6,Doctorate,Life Sciences,231,High,Male,High,Entry,Research Scientist,High,Single,3038,3,No,20,Outstanding,Low,None,8,2,Better,5,4,1,4
27,No,Travel_Rarely,Research & Development,17,Bachelors,Technical Degree,233,High,Male,High,Entry,Research Scientist,Medium,Married,3058,0,Yes,16,Excellent,Very High,Low,6,3,Good,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,Below College,Technical Degree,235,High,Female,Low,Entry,Sales Representative,Low,Single,2325,0,No,21,Outstanding,Low,None,1,5,Best,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,College,Medical,238,Very High,Male,High,Entry,Laboratory Technician,Medium,Single,2088,4,No,12,Excellent,High,None,13,3,Good,8,7,7,2
30,No,Non-Travel,Research & Development,9,Bachelors,Medical,239,High,Male,High,Experienced,Laboratory Technician,Low,Divorced,3072,1,No,11,Excellent,High,Medium,12,4,Better,12,9,6,10
45,No,Travel_Rarely,Sales,4,College,Life Sciences,240,High,Female,High,Experienced,Sales Executive,Low,Divorced,5006,4,Yes,11,Excellent,Low,Low,9,3,Best,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,Bachelors,Life Sciences,241,High,Female,High,Entry,Research Scientist,Low,Divorced,4257,4,Yes,18,Excellent,High,Low,19,3,Better,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,242,High,Male,High,Entry,Research Scientist,Very High,Single,2500,0,No,14,Excellent,Low,None,4,2,Best,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,243,Medium,Male,Medium,Entry,Laboratory Technician,Very High,Single,1102,1,No,22,Outstanding,High,None,1,3,Good,1,0,1,0
46,No,Travel_Rarely,Sales,1,College,Marketing,244,Medium,Female,High,Senior,Sales Executive,Low,Divorced,10453,1,No,25,Outstanding,High,High,24,2,Better,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,245,High,Female,High,Entry,Laboratory Technician,Very High,Single,2288,1,No,12,Excellent,High,None,2,3,Better,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,Below College,Medical,246,High,Female,High,Entry,Research Scientist,Very High,Married,3929,8,Yes,23,Outstanding,High,Low,7,0,Better,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,College,Medical,247,Very High,Female,High,Entry,Research Scientist,Medium,Single,2311,2,No,15,Excellent,Very High,None,9,3,Better,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,College,Marketing,248,Medium,Female,High,Entry,Sales Representative,Medium,Single,3140,1,Yes,22,Outstanding,Very High,None,4,5,Good,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,249,High,Male,Medium,Entry,Laboratory Technician,High,Married,3690,2,No,15,Excellent,Very High,Low,5,2,Good,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,College,Medical,250,Very High,Female,Very High,Experienced,Manufacturing Director,Low,Divorced,4450,1,No,11,Excellent,High,Medium,5,3,Better,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,Bachelors,Medical,252,Very High,Female,High,Entry,Research Scientist,Medium,Married,2756,1,No,13,Excellent,Very High,Low,8,5,Better,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,Below College,Medical,253,Very High,Female,High,Director,Manager,High,Married,19033,1,No,14,Excellent,Medium,Low,21,2,Better,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,Masters,Medical,254,High,Male,Very High,Director,Research Director,Medium,Single,18722,8,No,11,Excellent,Very High,None,36,3,Better,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,256,Very High,Male,Medium,Experienced,Manufacturing Director,High,Married,9547,1,No,17,Excellent,High,None,10,2,Good,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,Bachelors,Medical,258,Very High,Female,High,Manager,Healthcare Representative,Medium,Single,13734,3,No,18,Excellent,High,None,21,6,Better,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,259,High,Male,Medium,Director,Manager,High,Married,19999,0,No,14,Excellent,Low,Low,34,5,Better,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,260,Very High,Female,High,Entry,Research Scientist,Medium,Single,2279,1,No,16,Excellent,Very High,None,7,2,Good,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,261,Medium,Male,Medium,Experienced,Manufacturing Director,High,Married,5916,3,Yes,13,Excellent,Low,None,8,1,Better,1,0,0,1
43,No,Non-Travel,Research & Development,7,Bachelors,Medical,262,Very High,Male,Very High,Entry,Research Scientist,Very High,Divorced,2089,4,No,14,Excellent,Very High,High,7,3,Best,5,4,2,2
45,No,Non-Travel,Research & Development,2,College,Medical,264,Low,Male,Medium,Manager,Manager,Very High,Married,16792,9,No,23,Outstanding,Very High,Low,22,1,Better,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,Bachelors,Life Sciences,267,Medium,Male,Very High,Entry,Research Scientist,Low,Married,3564,1,Yes,12,Excellent,Low,Low,8,3,Good,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,Bachelors,Medical,269,Medium,Female,High,Experienced,Laboratory Technician,Medium,Single,4425,5,No,11,Excellent,Very High,None,10,5,Better,6,2,1,2
42,No,Non-Travel,Research & Development,21,College,Medical,270,High,Female,High,Experienced,Manufacturing Director,High,Divorced,5265,2,No,16,Excellent,Medium,Low,11,5,Better,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,271,Very High,Male,High,Experienced,Manufacturing Director,High,Married,6553,9,No,14,Excellent,Medium,None,14,3,Better,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,Bachelors,Technical Degree,273,Very High,Male,High,Experienced,Manufacturing Director,Very High,Married,6261,3,No,18,Excellent,Low,Low,9,3,Bad,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,274,High,Male,Medium,Experienced,Manufacturing Director,Low,Married,4298,5,No,19,Excellent,High,Low,6,1,Better,2,2,2,0
49,No,Non-Travel,Research & Development,18,Masters,Life Sciences,275,Very High,Male,High,Experienced,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Excellent,Low,Medium,7,0,Better,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,Masters,Medical,277,Very High,Male,High,Entry,Research Scientist,High,Divorced,3815,1,Yes,17,Excellent,Very High,Low,5,4,Best,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,College,Medical,281,High,Male,High,Experienced,Laboratory Technician,Very High,Married,2741,8,Yes,15,Excellent,High,Low,15,2,Best,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,282,Medium,Male,High,Experienced,Healthcare Representative,Low,Married,6673,7,Yes,19,Excellent,Medium,None,17,2,Better,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,Bachelors,Marketing,283,Medium,Female,High,Senior,Sales Executive,Very High,Married,7639,1,No,22,Outstanding,Very High,High,10,3,Good,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,Bachelors,Life Sciences,284,Very High,Male,Very High,Entry,Research Scientist,Medium,Divorced,2328,1,Yes,16,Excellent,Low,Low,4,2,Good,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,Below College,Medical,286,Medium,Female,High,Entry,Laboratory Technician,Very High,Single,2153,1,No,13,Excellent,Low,None,8,2,Better,8,1,1,7
40,No,Non-Travel,Research & Development,9,Doctorate,Life Sciences,287,Very High,Male,Medium,Experienced,Healthcare Representative,Very High,Married,4876,9,No,14,Excellent,Very High,Low,5,5,Bad,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,Masters,Medical,288,Very High,Male,High,Senior,Healthcare Representative,Low,Divorced,9396,7,No,16,Excellent,High,Low,17,3,Better,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,Masters,Medical,291,Very High,Male,Low,Senior,Sales Executive,Very High,Married,10400,1,No,11,Excellent,High,None,14,2,Good,14,8,9,8
30,No,Non-Travel,Research & Development,1,Below College,Life Sciences,292,High,Male,Medium,Senior,Manufacturing Director,High,Single,8474,1,No,22,Outstanding,High,None,12,2,Better,11,8,5,8
27,No,Travel_Frequently,Sales,20,Bachelors,Life Sciences,293,Very High,Female,High,Experienced,Sales Executive,High,Single,9981,1,No,14,Excellent,Very High,None,7,2,Better,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,296,Medium,Male,Medium,Senior,Research Director,Medium,Married,12490,5,No,16,Excellent,Very High,Medium,16,5,Bad,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,Bachelors,Technical Degree,297,Very High,Female,High,Entry,Research Scientist,Low,Single,2657,5,Yes,11,Excellent,High,None,8,5,Better,5,2,0,4
41,No,Travel_Rarely,Sales,6,Bachelors,Life Sciences,298,Very High,Female,High,Senior,Manager,Very High,Single,13591,3,Yes,18,Excellent,High,None,16,3,Better,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,Masters,Marketing,299,High,Female,Medium,Experienced,Sales Executive,Low,Single,6696,5,No,15,Excellent,High,None,9,5,Good,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,300,High,Male,High,Entry,Research Scientist,High,Single,2058,0,No,14,Excellent,Very High,None,7,1,Good,6,2,1,5
45,No,Non-Travel,Sales,6,Bachelors,Medical,302,Very High,Female,Medium,Senior,Sales Executive,Very High,Single,8865,6,No,12,Excellent,Very High,None,23,2,Better,19,7,12,8
54,No,Travel_Rarely,Sales,3,Bachelors,Marketing,303,Very High,Female,High,Experienced,Sales Executive,Low,Married,5940,2,No,14,Excellent,Very High,Low,16,4,Better,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,College,Life Sciences,304,Very High,Male,High,Experienced,Laboratory Technician,Medium,Single,5914,8,No,16,Excellent,Very High,None,16,3,Best,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,Masters,Medical,305,High,Female,Medium,Entry,Research Scientist,Medium,Married,2622,6,No,21,Outstanding,Very High,None,7,3,Better,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,Bachelors,Other,306,Medium,Male,High,Senior,Research Director,Very High,Divorced,12185,1,Yes,14,Excellent,High,High,10,1,Better,10,8,0,7
38,No,Travel_Rarely,Sales,3,Bachelors,Life Sciences,307,Low,Male,High,Senior,Sales Executive,High,Divorced,10609,0,No,12,Excellent,High,Medium,17,6,Good,16,10,5,13
31,No,Non-Travel,Research & Development,1,Masters,Medical,308,High,Male,Low,Experienced,Manufacturing Director,High,Married,4345,0,No,12,Excellent,Very High,Low,6,2,Better,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,Bachelors,Life Sciences,309,High,Male,Medium,Entry,Research Scientist,Very High,Married,2177,3,No,17,Excellent,Low,Low,7,6,Better,1,0,0,0
37,No,Travel_Frequently,Sales,4,Masters,Marketing,311,Low,Male,High,Entry,Sales Representative,Very High,Divorced,2793,4,No,17,Excellent,High,Low,13,2,Better,9,8,5,8
29,No,Travel_Frequently,Sales,1,Below College,Medical,312,Medium,Female,High,Senior,Sales Executive,Very High,Married,7918,1,No,14,Excellent,Very High,Low,11,5,Better,11,10,4,1
35,No,Travel_Frequently,Sales,1,Bachelors,Marketing,314,High,Female,High,Senior,Sales Executive,High,Single,8789,1,No,14,Excellent,Low,None,10,3,Best,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,315,High,Male,Medium,Entry,Research Scientist,Very High,Single,2389,1,Yes,13,Excellent,High,None,4,3,Good,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,316,High,Female,Medium,Entry,Laboratory Technician,Very High,Single,3212,7,No,15,Excellent,Medium,None,6,3,Good,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,College,Technical Degree,319,High,Male,High,Director,Manager,Very High,Married,19232,1,No,11,Excellent,Very High,None,22,3,Better,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,College,Medical,321,Medium,Male,High,Entry,Human Resources,High,Married,2267,8,No,17,Excellent,Very High,None,7,2,Good,2,2,2,2
50,No,Travel_Rarely,Sales,1,Masters,Medical,323,Very High,Female,High,Director,Manager,Very High,Divorced,19517,3,No,11,Excellent,High,Low,32,3,Good,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,Bachelors,Medical,325,High,Male,High,Entry,Laboratory Technician,Very High,Married,2436,5,Yes,13,Excellent,High,Low,8,2,Bad,5,4,0,4
43,No,Travel_Rarely,Sales,16,Bachelors,Marketing,327,Very High,Female,High,Manager,Manager,Very High,Married,16064,5,Yes,22,Outstanding,High,Low,22,3,Better,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,328,Low,Female,High,Entry,Laboratory Technician,Low,Married,2707,7,No,20,Outstanding,Low,None,13,3,Best,9,7,1,7
52,No,Non-Travel,Sales,2,Masters,Life Sciences,329,Low,Male,Medium,Director,Manager,High,Single,19068,1,Yes,18,Excellent,Very High,None,33,2,Best,33,7,15,12
32,No,Travel_Rarely,Sales,4,College,Life Sciences,330,High,Female,High,Entry,Sales Representative,Medium,Married,3931,2,No,11,Excellent,Low,Low,6,5,Better,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,331,Very High,Male,Medium,Entry,Laboratory Technician,High,Single,3730,0,Yes,14,Excellent,Very High,None,4,2,Bad,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,Masters,Medical,332,High,Female,High,Entry,Laboratory Technician,High,Divorced,2232,7,No,14,Excellent,High,High,7,1,Better,3,2,1,2
32,No,Non-Travel,Sales,26,Masters,Marketing,333,High,Male,High,Experienced,Sales Executive,Very High,Married,4465,0,No,18,Excellent,Low,None,4,2,Better,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,College,Life Sciences,334,High,Male,High,Experienced,Research Scientist,Low,Divorced,3072,2,No,16,Excellent,Low,Medium,17,2,Good,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,College,Technical Degree,335,Low,Male,High,Experienced,Research Scientist,Very High,Divorced,3319,1,No,17,Excellent,Low,Medium,9,3,Better,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,Bachelors,Other,336,High,Male,Very High,Director,Manager,Very High,Married,19202,0,No,11,Excellent,High,Low,25,2,Better,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,Masters,Medical,337,Medium,Male,High,Senior,Research Director,High,Divorced,13675,9,No,12,Excellent,Low,Low,9,3,Better,2,2,2,2
